seed_doc_id	seed_doc	seed_ref_id	seed_ref	doc_id	doc	ref_id	ref	TRUE	Hash
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	595f9d3afe7683316b2dc6a2	<Book: Inselstadt Venedig : Umweltgeschichte eines Mythos in der Fruhen Neuzeit,  Bohlau, , 2007, ISBN: 9783412168063>	5919e96d3dde944752f75101	Darbord, Michel: L’Espagne et Venise à la Renaissance: Histoire d’une inimité, in: Marie Thérèse Jones-Davies (Hg.): L’image de Venise au temps de la Renaissance, Paris 1989, S. 11-16.	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59616090fe7683083d65a16c	<Book: Memorie. Classe di scienze morali, lettere ed arti,  Istituto veneto di scienze, lettere ed arti,, 2009, ISBN: 978-88-95996-20-2>	59e2c59e88316171ebb7ab55	Davies J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	1	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59888b13c12c606d0e1e58ef	<Book: L'Accademia degli Incogniti di Giovan Francesco Loredan, Venezia (1630-1661),  L. S. Olschki,, 1998, ISBN: 88-222-4685-3>	59e333078831617f5ee426ae	L’image de Venise au temps de la Renaissance, dir. par M. T. Jones-Davies, Paris, J. Touzot, 1989.	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	5988b0b7c12c6081371e58d7	<Book: Santa Maria della Salute : architecture and ceremony in Baroque Venice,  Cambridge University Press,, 2000, ISBN: 0521652464>	59df53cf9be3c75c2e677a92	Paul Davies, ‘Studies in the quattrocento centrally planned church’, Ph.D. diss, Courtauld Institute of Art, 1992.	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59dc75dcfe76834059d44a14	<Book: Architettura delle facciate : le chiese di Palladio a Venezia,  IUAV,, 2010, ISBN: 978-88-317-9804-4>	59e333078831617f5ee4410a	P. Davies e D. Hemsoll, Sanmicheli through British Eyes, in English Architeüure Public and Private, Essays for Kerry Downes, a cura di J. Bold, E. Chaney, London-Rio Grande 1993 , pp. 121-134;	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	5960e834fe76836ca00e83b7	<Book: Virgil and the myth of Venice : books and readers in the Italian Renaissance,  Clarendon press,, 1999, ISBN: 019815254X>	59e332f88831617f5ee0f0e0	Martin Davies, Aldus Manutius: Printer and Publisher of Renaissance Venice (London, 1995), 25—6. A good overview of this topic may be found in Martin Lowry, Book Prices in Renaissance Venice: The Stockbook of Bernardo Giunti, Occasional Papers, 5 (Los Angeles, Calif., 1991), esp. 8-12.	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59dc75affe76834059d44830	<Book: Memorie. Classe di scienze morali, lettere ed arti,  Istituto Veneto di Scienze Lettere ed Arti,, 2011, ISBN: 978-88-95996-28-8>	59e333098831617f5ee9eaad	Davies 1989: John Davies, Legge e ordine. Autorità e conflitti nell’Italia dell’Ottocento, Milano, Franco Angeli, 1989.	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59dc758bfe76834059d446d4	<Book: De Florence à Venise : études en l'honneur de Christian Bec,  Presses de l'Université Paris-Sorbonne,, 2006, ISBN: 2840504537>	59e332f78831617f5edfb5d4	S. R. Hornstein, The Restoration Navy and English Foreign Trade 1674-1688 : a Study in the Peacetime Use of Sea Power, Aldershot, Scolar Press, 1991.	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59616090fe7683083d65a16c	<Book: Memorie. Classe di scienze morali, lettere ed arti,  Istituto veneto di scienze, lettere ed arti,, 2009, ISBN: 978-88-95996-20-2>	59e2c59e88316171ebb79be0	J.D. Davies,  Gentlemen and Tarpaulins: the Officer and Men of the Restoration Navy, Oxford 1991.	1	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59dc7569fe76834059d4458d	<Book: Il gonfalone di San Marco : analisi storico-araldica dello stemma, gonfalone, sigillo e bandiera della Citta di Venezia,  Filippi, \1998, 1998>	59e333098831617f5ee9a124	Fox - Davies A.C., A complete guide to Heraldry, Londra 1993.	0	1
595f9d40fe7683316b2dc6ec	<Book: Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699),  Città del Silenzio,, 2012, ISBN: 978-88-97273-06-6>	5919e9663dde944752f5b174	DAVIES J.D., Gentlemen and Tarpaulins. The Officers and Men of the Restoration Navy, Oxford 1991.	59dc7569fe76834059d4458d	<Book: Il gonfalone di San Marco : analisi storico-araldica dello stemma, gonfalone, sigillo e bandiera della Citta di Venezia,  Filippi, \1998, 1998>	59e333098831617f5ee99f6f	A.C. Fox-Davies, A complete guide to Heraldry,  Londra 1993, pp. 295-296,	0	1
