seed_doc_id	seed_doc	seed_ref_id	seed_ref	doc_id	doc	ref_id	ref	TRUE	Hash
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59622a51fe7683215b212698	<Book: Patrizi e cardinali : Venezia e le istituzioni ecclesiastiche nella prima eta moderna,  Angeli,, 2010, ISBN: 978-88-568-3155-9>	59e23a5488316162134317de	De Azcona T., *Reforma del episcopado* y del clero de España en tiempo de los reyes católicos y de Carlos V (1475-1558), in Historia de la Iglesia en España, a c. di R. Garcia Villoslada, III/l, Madrid, La Editorial Católica, 1979, pp. 115-210.	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59dc75d1fe76834059d4498d	<Book: Cent'anni a Venezia : la Camera del lavoro 1892-1992,  Il cardo,, 1992>	59e333098831617f5eeb3408	E. Franzina, Le radici storiche della piccola impresa, in Id. La transizione dolce. Storie del Veneto tra ’800 e ’900, Verona 1991, pp. 180-82.	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59dc7498fe768340301be8ab	<Book: Venezia e Lorenzo Giustiniani,  Comune-Ufficio affari istituzionali, [1985?, 1985>	59e2c59d88316171ebb4f4eb	R. G. VILLOSLADA, Radici storiche del luteranesimo, trad. it., Brescia 1979, ρρ. 172 e le	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	595f9f39fe7683316b2dd9f4	<Article: "Fiaba, favola e mito: contributo alla loro identificazione" in "Ateneo veneto", 25(None) 1987, internal_id=RAV0164473:1987_25:10>	58e4ce00fe7683152b568485	W. Propp, Le radici storiche dei racconti di magia, Milano, Newton C. 1987.	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59f02ac0fe7683438bf3d52f	<Book: La societa veneta : riferimenti bibliografici (1955-1990), Padova : Il poligrafo, 1991., 1991>	59e332fa8831617f5ee35f6f	1433 Merlin T., Le radici storiche del socialismo nella Bassa Padovana, “Schema”, nn. 9-10, 1982 1434	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59dc7516fe76834059d4425a	<Book: Per una storia dell'impero latino di Costantinopoli (1204-1261),  Patron, [1978, 1978>	59e332f68831617f5eddcb81	Alessio Calergi l'Antico: Notizie biografiche, in Πεπραγμένο του Γ Διεθνούς Κρητολογιχοϋ Συνεόρίου, II, Athenai 1974, pp. 32-36, arti-coletto che costituiva in origine una premessa alla pubblicazione del patto latino-greco del 1299, (rimandata nella serie dei documenti dell’impero latino in elaborazione nell’ambito del rifacimento dell’opera di Tafel e Thomas, che, insieme al collega prof. Borsari, progettiamo di condurre a termine), mi sono rivolto alla ricerca delle radici storiche, nel regime delle terre proprio dell’impero bizantino, degli	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59622588fe768320df2126bb	<Book: Medici e comunità : esempi dalla terraferma veneta dei secoli 16. e 17.,  Deputazione,, 2006>	59de7a1f48e232540c5c405b	Dingwall Helen M., Physicians, Surgeons an Apothecaries. Medicine in Seventeenth-Century Edinburgh, East Lothian 1995. Di sana pianta. Erbari e taccuini di sanità. Le radici storiche della nuova farmacologia, Modena, Panini 1988.	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59884352c12c602cffe24509	<Book: At the centre of the old world : trade and manufacturing in Venice and the Venetian mainland, 1400-1800,  Centre for reformation and Renaissance studies,, 2006, ISBN: 0772720312>	59e0adbcf98262071bfbf06d	Fontana, Giovanni Luigi. ‘Radici storiche dei sistemi produttivi del Veneto’ pp. 45-67 in Un paradigma per i distretti industriali. Radici storiche, attualità e sfide future, eds. Carlo Marco Belfanti and Terenzio Maccabelli. Brescia: Grafo, 1997.	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	5961efaffe76831adf21269e	<Book: Chioggia dal Settecento all'età della Restaurazione,  Il Leggio, , 1989>	59e333088831617f5ee706e6	L'assidua cura al dato formale era peraltro giustificata dalle implicazioni finanziarie delle pratiche cultuali, divenute nel secolo XVIII fonti di lucro privilegiate per i presbiteri, in genere dotati di scarsi mezzi di sostentamento essendo quasi tutti di estrazione sociale medio-bassa. Il loro modesto tenore di vita non poteva essere sollevato neppure dalla mensa episcopale, costituita da tenui introiti, insufficienti a garantire un dignitoso mantenimento alla stessa carica di presule, nonostante la nobile tradizione ecclesiastica nella quale affondavano le radici storiche della diocesi. Chioggia fu elevata a sede vescovile nel 1110, quando il presule di Malamoc-co vi si trasferì definitivamente in seguito a profonde trasformazioni nel paesaggio naturale, di quella località causate dalla lenta erosione delle correnti marine, dalle frequenti mareggiate e, secondo quanto fu attestato da una remota tradizione storiografica di matrice ecclesistica, da un terribile incendio1. La giurisdizio- 1) La tesi della rapida distruzione dell’antica Malamocco è riportata, in alcune relazioni sulle visite pastorali (A.C.V.C., voi. 258, 1737; voi. 268, giugno 1748; voi. 313, 22 novembre 1765).	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59888ccdc12c606f021e58d1	<Book: La scuola nel Rinascimento italiano,  Laterza,, 1991, ISBN: 88-420-3861-X>	59e333088831617f5ee93dc1	Villoslada, Riccardo G., 1954. Storia del Collegio Romano dal suo inizio (1551) alla soppressione della Compagnia di Gesù (1773). Roma/ Vittorino e la sua scuola, 1981.	0	1
59dc74b7fe768340301be9e3	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano, \1990, 1990, ISBN: 88-85351-03-4>	59de7a1f48e232540c5c5a62	R.G. Villoslada,  Radici storiche del luteranesimo, Brescia 1979;	59884352c12c602cffe24509	<Book: At the centre of the old world : trade and manufacturing in Venice and the Venetian mainland, 1400-1800,  Centre for reformation and Renaissance studies,, 2006, ISBN: 0772720312>	59e0adbcf98262071bfbef75	Belfanti, Carlo Marco and Maccabelli, Tommaso eds. Un paradigma per i distretti industriali. Radici storiche, attualità e sfide future. Brescia: Il Grafo, 1997.	0	1
