seed_doc_id	seed_doc	seed_ref_id	seed_ref	doc_id	doc	ref_id	ref	TRUE	Hash
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59dc75d4fe76834059d449b1	<Book: L'arte. \1!,  Istituto della Enciclopedia italiana, , 1994>	59e332f78831617f5ee0256f	Angelo M. Caccin, La basìlica dei SS. Giovanni e Paolo in Venezia, \Je .nezia 1961.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59622c77fe76832180212692	<Book: I nomi degli altri : conversioni a Venezia e nel Friuli Veneto in età moderna,  L. S. Olschki,, 2008, ISBN: 978-88-222-5782-6>	59e333078831617f5ee5600e	C. Manca, Il modello di sviluppo economico delle città marittime barbaresche dopo Lepanto, Napoli, Giannini, 1982.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59dc746ffe76834007de8de1	<Book: La Serenissima e il regno: nel 5. centenario dell'Arcadia di Iacopo Sannazaro : atti del Convegno di studi, Bari-Venezia, 4-8 ottobre 2004,  Cacucci, [2006, 2006, ISBN: 88-8422-551-5>	59e2c5aa88316171ebbd264b	Mario Allegri, Venezia e il Veneto dopo Lepanto, in Letteratura italiana. Storia e geografìa, diretta da Alberto Asor Rosa, vol. II: L’età moderna, Torino, Einaudi, 1988, p. 939.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59889166c12c6071661e58da	<Book: Memorie. Classe di scienze morali, lettere ed arti,  Istituto Veneto di scienze, lettere ed arti,, 1996, ISBN: 88-86166-33-8>	59e333088831617f5ee7a495	all’avvocatura, e con la sua intransigente scelta del mestiere delle lettere. Infaticabile scrittore e, al contempo, tipografi) e collaboratore editoriale, egli ci appare un sensibile e indicativo testimone della trasformazione culturale che è maturata nell’Italia del secondo Cinquecento. L’opera di Francesco Sansovino nel suo rapporto con il mercato librario e il pubblico dei lettori è quindi studiata attraverso i trattatela sull’avvocato e sul segretario, le opere turche-scheprima e dopo Lepanto, fino alla notevole Venetia città nobilissima che anticipa quel genere letterario della guida artistica che si affermerà solo più tardi. VOLUME LUI Luca Mola, La comunità dei lucchesi a Venezia. Immigrazione e industria della seta nel tardo Medioevo, Venezia 1994, pp. 354.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	5960c94efe76836a320e837c	<Book: Dalla rivolta friulana nell'autunno 1864 alla cessione del Veneto nel 1866,  A spese della Deputazione,, 1968>	59e23a54883161621342c070	A. Tamborra, Garibaldi e l’Europa, in "Atti del XXXIX congresso di storia del risorgimento", Roma 1961, p. 445	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	595fa06afe7683316b2de6fb	<Article: "Lepanto nella storia e nella storiografia alla luce di nuovi documenti" in "Studi veneziani", 51(None) 2006, internal_id=LO10016101:2006_51:12>	58e4ce01fe7683152b59f499	A. Guglielmotti, Marcantonio Colonna alla battaglia di Lepanto, Firenze, 1862, pp, 9, 46, 49.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	596001c9fe7683560df6c031	<Book: Venezia e la difesa del Levante : da Lepanto a Candia 1570-1670,  Arsenale, stampa, 1986>	59e0adcbf98262071bfe3385	Marco era stato spostato da una posizione di schiena, tra il leone e il doge, ad un’altra frontale in piedi vicino al doge e alla presunta Vittoria o angelo. Le due figure, ricoperte da una ridipintura tarda, sono emerse chiaramente in occasione del recente restauro: per lo Zeri (1973) potrebbero rappresentare due primitive idee per la figura di S. Marco (il volto barbuto non può essere ovviamente quello di una Vittoria), ma il problema rimane ancora aperto. Immutati restano invece i santi, identificabili da sinistra in Giovanni Battista, Ludovico da Tolosa e il quarto in Nicola da Bari, patronimici del doge e dei due fratelli. I busti delle due figure in basso a destra si riferiscono probabilmente alla posizione studiata in un primo tempo per i due fratelli del Mocenigo, Giovanni e Nicolò. Il Sinding-Larsen (1974), notando come nel modello la scena si apra su un bacino in tutto simile al mare aperto con galee, in analogia con l’arazzo celebrativo del Museo Marciano, pensava ad un’allusione alla battaglia di Lepanto, vinta durante il dogado Mocenigo, il che porta consequenzialmente ad un’esecuzione del modello dopo Lepanto (1571), prima senz’altro della morte del doge (1577), forse anche dell’incendio del 1574, nel qual caso il dipinto votivo avrebbe dovuto essere collocato sopra la tribuna del Collegio. Il fatto che le proporzioni del modello siano diverse da quelle dei dipinti votivi dei dogi da Ponte, Donà e Gritti, mentre coincidono con quelle del telerò a celebrazione di Sebastiano Venier del Veronese, collocato da sempre sopra la tribuna della Sala, induce a rendere credibile l’ipotesi di un cambiamento radicale dell’assetto pittorico del Collegio una volta divenuto doge il Venier (1577):	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	595f9d70fe7683316b2dcf22	<Article: "La politica navale veneziana dopo Lepanto" in "Archivio veneto", 38-41(None) 1946, internal_id=LO10015953:1946_38-41:4>	58e4ce01fe7683152b57c034	P. Molmenti, Sebastiano Veniero e la Battaglia di Lepanto, Firenze, Bar- bera, 1899	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	595fc28ffe76834fd9f6c02a	<Book: La "scala" di Spalato e il commercio veneziano nei Balcani fra cinque e seicento,  Deputazione di storia patria per le Venezie,, 1971>	59e23a588831616213443fcb	A. Tamborra, Gli stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze 1961, p. 6.	1	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59620da5fe76831e422126bc	<Book: The silk industry of Renaissance Venice,  The Johns Hopkins university press,, 2000, ISBN: 0801861896>	59e332f98831617f5ee2d465	Melis, Federigo. “L’area catalano-aragonese nel sistema economico europeo, secoli XIV-XV” In idem, I mercanti italiani nell’Europa medievale e rinascimentale, edited by L. Frangioni, 215-31. Florence, 1990.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59dc74d5fe768340301beb0f	<Book: Meditando sull'evento di Lepanto : odierne interpretazioni e memorie,  Corbo e Fiore, , 2004>	59e2c5a888316171ebb84945	TAMBORRA Angelo, Gli stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze 1961.	1	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59dc752cfe76834059d44331	<Book: I Turchi, gli Asburgo e l'Adriatico,  Associazione culturale italoungherese Pier Paolo Vergerio,, 2007, ISBN: 978-88-902217-5-0>	59e333078831617f5ee51eda	A. Tamborra, Problema turco e avamposto polacco fra Quattrocento e Cinquecento, in Italia, Venezia e Polonia tra Medioevo e Età Moderna, a cura di V. Branca e S. Gradoni, Firenze 1980.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59600160fe76835612f6c038	<Book: Christ in the Council Hall : studies in the religious iconography of the Venetian Republic,  L'erma di Bretschneider,, 1974>	59e2c5aa88316171ebbcd654	Angelo Biondo, « Von der Hochedlen Malerei », Quellenschriften fur Kunstgeschichte (Vienna 1873), V, p. 45, translated by Albert Ilg. Biondo says: « Dann malet... Aesculap in Gestalt eines Schiffers... », which emphasizes that Aesculapius was not as easily tied to immediately identifiable attributes as the other Olympian gods were. ( 0 ) Pausanias, Desciption of Greece (Cambridge, Mass., 1959), II, xxvii, 3, translated by W. H. S. Jones, mentions stone set up in Aesculapius' holy precinct in Corinth, and gives a clue to the possible content of the text held by the classical statues: « On them	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59dc753afe76834059d443ba	<Book: Fra Mauros Mappa Mundi and Fifteenth-century Venice,  Brepols,, 2011, ISBN: 2503523781>	59e332f78831617f5edfc12a	Indian Ocean, most of which are depicted large. They recall the depictions of fish in San Marco’s mosaics, particularly those in the Zen Chapel, as well as the depictions of fish in fourteenth-century paintings such as Guido da Graziano’s The Calling of St. Peter from around 1290.119 There is a second important aspect that deserves attention in regard to the mappa munclfs iconography. Fra Mauro completely ignored the mirabilia , or natural wonders, described in Solinus’s and Pliny’s works, the Romance of Alexander, and Jean de Mandeville’s Livre des merveilles du monde , as well as those mentioned in Marco Polo’s book. He explicitly addressed his opinion on this matter when writing about the monsters that supposedly inhabited Africa : Because there are many cosmographers and most learned men who write that in this Africa — and, above all, in the Mauritanias - there are human and animal monsters, I think it necessary to give my opinion. Not because I want to contradict the authority of these men but because of the care 118F. Melis, “Di alcune figure di operatori economici fiorentini attivi nel Portogallo nel XV secolo,” in L. Fran-gioni (ed.), I mercanti italiani nell 'Europa medievale e rinascimentale , intro. FI. Kellenbeuz, Florence: Le Mounier, 1990, pp. 1-18 (pp. 15-16)	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	595f9d59fe7683316b2dcb78	<Article: "Economia e politica commerciale a Venezia tra due guerre (1670-1684)" in "Archivio veneto", 163(None) 2004, internal_id=LO10015953:2004_163:3>	58e4ce00fe7683152b574555	C. Manca, Il mo- dello'di sviluppo economico delle città marittime barbaresche dopo Lepanto, Napoli 1982, pp. 87-89;	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59dc75e0fe76834059d44a3c	<Book: Conflitti culturali a Venezia dalla prima età moderna a oggi,  Franco Cesati,, 2014, ISBN: 978-88-7667-488-4>	59e332f98831617f5ee221f2	Roberto Bizzocchi, Conflitti di giurisdizione negli antichi stati italiani, in AA.W., Fonti ecclesiastiche per la storia sociale e religiosa d’Europa: XV-XVIII secolo, a cura di Cecilia Nubola-Angelo Turchini, Bologna, il Mulino, 1999, p. 269:	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	596001fefe76835616f6c07c	<Book: Venezia e Ungheria nel contesto del barocco europeo,  L. S. Olschki,, 1979>	59e333088831617f5ee880d1	A. Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze 1961, passim-,	1	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59620214fe76831cd82126a0	<Book: In nome del gran signore : inviati ottomani a Venezia dalla caduta di Costantinopoli alla guerra di Candia,  Deputazione di storia patria per le Venezie,, 1994>	59e23a5388316162133f9031	A. Tamborra, Gli stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze 1961 (Biblioteca dell’Archivio Storico Italiano, 13).	1	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59621ddafe76832067212695	<Book: Repertorio di storiografia veneziana : testi e studi,  Il poligrafo, \1998, 1998, ISBN: 88-7115-096-1>	59e332f68831617f5eddeebb	De Benvenuti Angelo, Dalmazia veneziana, Venezia 1961	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	595f9efcfe7683316b2dd8a7	<Article: "La cappella dogale marciana alla fine del ’500: Giovanni Croce detto il Chiozzotto" in "Ateneo veneto", 19(None) 1981, internal_id=RAV0164473:1981_19:12>	58e4ce00fe7683152b5618e0	Angelo Vincenti, nel 1603 e da me trascritte in nota- zione moderna nel 1956 per la Kantorei Leonhard Lechner di Bol- zano-Gries allora diretta dall’indimenticabile amico, ora scomparso, Oswald Jaeggi (1913-1963)	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	59888b13c12c606d0e1e58ef	<Book: L'Accademia degli Incogniti di Giovan Francesco Loredan, Venezia (1630-1661),  L. S. Olschki,, 1998, ISBN: 88-222-4685-3>	59e333078831617f5ee42594	Allegri M., Venezia e il Veneto dopo Lepanto, in Letteratura italiana, Storia e geografia, II/ 2, L’età moderna, Torino, Einaudi, 1988, pp. 935-1012.	0	1
595fa067fe7683316b2de64e	<Article: "La via italiana ai progetti militari antiottomani nell’Europa Sudorientale della prima metà del Seicento" in "Studi veneziani", 47(None) 2004, internal_id=LO10016101:2004_47:12>	58e4ce01fe7683152b5a169b	Angelo Tamborra, Gli Stati italiani, l’Europa e il problema turco dopo Lepanto, Firenze, 1961, p. 22.	5960e69ffe76836c990e83ca	<Book: Copyright in the Renaissance : prints and the privilegio in sixteenth-century Venice and Rome,  Brill,, 2004, ISBN: 9004137483>	59e0adcbf98262071bfdee99	Cantoni, Angelo. “Cenno Storico.” In La Villa Lante di Bagnaia. Milan, 1961, 9-35.	0	1
